faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Target
3,423.0,438,0.31873,3637.7,4529.8,9.3104,26.922,42.204,2698.1,75.265,120.37,0.31965,80.429,51.527,2626.3,27.159,50.731,3096.1,22.902,65.751,229.32,339.95,94.676,77.546,32.01,8.8486,26.296,7.0135,18.808,1.6442,32.675,13.796,23.776,1.3327,18.971,2.2546,4.9058,2.245,0.024716,0.87983,0.092278,53.231,43.899,62.398,53.229,31.119,60.085,21.851,38.425,42.592,48.226,47.5,40.452,18.274,1
3,423.0,439,0.29505,3660.2,4510.4,9.3429,27.001,42.32,2698.5,74.634,120.41,0.32684,80.412,50.519,2627.3,26.063,50.803,3096.8,22.051,65.832,230.0,339.98,94.651,77.267,32.205,9.0877,26.624,6.8817,19.329,1.6531,32.786,13.839,23.807,1.2655,19.027,2.237,4.825,2.3633,0.024716,0.87983,0.092278,53.231,43.899,61.719,53.921,29.149,60.48,21.861,39.121,39.626,48.392,47.833,40.849,20.302,1
3,423.0,440,0.29536,3599.5,4493.3,9.3,26.75,42.34,2696.1,74.685,120.39,0.32743,80.158,50.861,2624.5,24.374,49.338,3095.8,23.013,65.855,229.46,340.07,94.787,77.03,32.205,9.0877,26.624,6.8817,19.329,1.6531,32.786,13.839,23.807,1.2655,19.027,2.237,4.825,2.3633,0.024716,0.87983,0.092278,53.231,43.899,62.764,54.126,29.119,62.323,21.542,39.048,40.633,45.003,48.277,41.618,18.044,1
3,423.0,441,0.27601,3676.6,4477.4,9.3147,26.895,42.348,2696.0,75.048,120.39,0.32927,80.043,49.754,2624.5,25.898,51.094,3093.5,23.171,65.828,232.33,340.85,94.671,76.739,32.184,9.1044,25.68,6.6641,19.384,1.6512,33.27,14.014,24.013,1.2735,18.902,2.2878,4.8326,2.3414,0.0056917,0.86373,0.10519,54.209,43.497,62.531,52.986,27.486,60.952,21.913,39.975,37.375,49.066,48.72,40.12,17.709,1
3,423.0,442,0.28016,3667.9,4434.8,9.3501,27.27,42.308,2696.4,74.021,120.42,0.33323,80.15,49.55,2625.7,26.376,50.858,3093.1,23.045,65.829,236.66,341.07,94.554,77.51,32.184,9.1044,25.68,6.6641,19.384,1.6512,33.27,14.014,24.013,1.2735,18.902,2.2878,4.8326,2.3414,0.0056917,0.86373,0.10519,54.209,43.497,62.68,53.496,27.078,60.776,22.396,39.491,36.774,48.521,48.864,41.898,17.958,1
3,423.0,443,0.28117,3723.3,4414.0,9.2666,27.008,42.246,2696.7,74.747,120.41,0.35142,80.292,52.033,2625.3,24.678,51.477,3094.4,23.811,65.91,236.93,340.96,94.609,77.611,32.581,9.0306,26.101,6.8459,19.225,1.6835,32.675,13.734,23.693,1.3161,19.04,2.2654,4.7667,2.3612,0.0056917,0.86373,0.10519,54.209,43.497,63.739,53.512,27.36,62.807,22.125,42.111,44.084,49.953,49.363,41.227,16.116,1
3,423.0,444,0.27749,3714.2,4454.7,9.4066,26.856,42.456,2696.4,74.958,120.43,0.35215,80.405,51.164,2624.3,23.611,49.833,3094.7,22.662,66.013,236.44,340.49,94.321,77.518,32.581,9.0306,26.101,6.8459,19.225,1.6835,32.675,13.734,23.693,1.3161,19.04,2.2654,4.7667,2.3612,0.0056917,0.86373,0.10519,54.209,43.497,63.895,53.025,27.721,61.082,21.785,42.022,41.525,46.149,49.923,41.949,18.832,1
3,423.0,445,0.23861,3666.0,4428.2,9.3753,26.94,42.232,2694.0,74.167,120.39,0.32044,80.454,50.848,2622.9,25.56,49.02,3092.8,23.356,66.121,239.82,340.76,94.559,77.52,32.077,9.0184,25.639,6.8015,18.871,1.644,33.113,14.11,23.581,1.3652,19.492,2.2685,4.8288,2.1686,0.0056917,0.86373,0.10519,54.209,43.497,63.25,53.643,23.589,61.069,21.683,38.449,40.596,44.267,50.136,40.901,17.166,1
3,423.0,446,0.23882,3669.9,4461.1,9.3283,27.201,42.455,2692.0,74.661,120.43,0.32061,80.301,49.5,2621.0,26.598,47.999,3090.5,23.088,66.196,240.69,340.83,94.522,76.78,32.077,9.0184,25.639,6.8015,18.871,1.644,33.113,14.11,23.581,1.3652,19.492,2.2685,4.8288,2.1686,0.03693,0.84229,0.085792,53.832,43.908,63.182,53.249,23.569,61.427,22.138,38.428,36.63,41.902,50.221,41.536,17.853,1
3,423.0,447,0.2886,3690.3,4547.7,9.2832,26.847,42.625,2689.2,73.784,120.37,0.36584,79.967,50.644,2617.2,27.144,50.209,3087.5,23.029,66.168,241.48,340.42,94.587,76.857,31.888,8.9532,25.818,7.0397,19.149,1.676,32.838,13.969,23.478,1.4954,18.516,2.2864,4.8591,2.4098,0.03693,0.84229,0.085792,53.832,43.908,63.277,53.036,27.984,60.973,21.593,43.132,39.996,47.019,50.514,40.99,18.029,1
3,423.0,448,0.28698,3664.1,4486.3,9.3578,26.91,42.502,2691.3,75.485,120.42,0.364,80.204,50.842,2620.0,23.901,52.145,3088.6,23.868,66.141,241.85,340.71,94.583,77.726,31.888,8.9532,25.818,7.0397,19.149,1.676,32.838,13.969,23.478,1.4954,18.516,2.2864,4.8591,2.4098,0.03693,0.84229,0.085792,53.832,43.908,63.727,53.772,28.143,60.523,21.799,43.357,40.579,51.498,50.845,41.372,15.971,1
3,423.0,449,0.30675,3649.4,4461.0,9.3556,27.068,42.5,2692.7,75.727,120.38,0.3511,80.371,49.971,2621.7,25.631,50.251,3089.6,22.974,66.225,245.61,341.44,94.62,77.491,31.799,8.8368,25.804,6.9898,19.062,1.6646,33.273,13.732,23.643,1.2645,18.989,2.2964,4.8642,2.4059,0.03693,0.84229,0.085792,53.832,43.908,61.856,53.352,30.207,60.78,22.112,41.468,38.016,47.116,50.869,41.267,18.097,1
3,423.0,450,0.30482,3608.0,4443.6,9.3582,27.337,42.502,2695.2,74.556,120.4,0.35014,80.467,49.299,2623.9,25.329,51.286,3091.4,22.777,66.316,244.81,341.38,94.61,77.519,31.799,8.8368,25.804,6.9898,19.062,1.6646,33.273,13.732,23.643,1.2645,18.989,2.2964,4.8642,2.4059,0.03693,0.84229,0.085792,53.832,43.908,62.567,53.56,30.397,59.356,22.412,41.585,36.038,49.51,51.294,41.175,18.546,1
3,423.0,451,0.31776,3616.2,4473.9,9.4726,27.1,42.665,2699.0,73.881,120.4,0.3246,80.561,49.65,2628.1,25.905,50.378,3094.8,22.176,66.386,243.8,342.44,94.593,77.679,32.502,9.0776,25.981,6.8952,18.638,1.6558,33.034,14.035,23.35,1.4232,18.718,2.2693,4.7986,2.2922,0.037558,0.8453,0.1019,53.095,43.49,62.738,53.355,31.52,61.958,22.37,38.417,37.07,47.409,51.218,41.446,19.939,1
3,423.0,452,0.31923,3626.1,4482.0,9.482,26.445,42.231,2698.8,74.48,120.4,0.32375,80.304,49.42,2628.1,25.488,52.502,3096.0,22.182,66.418,244.26,342.18,94.618,77.098,32.502,9.0776,25.981,6.8952,18.638,1.6558,33.034,14.035,23.35,1.4232,18.718,2.2693,4.7986,2.2922,0.037558,0.8453,0.1019,53.095,43.49,62.568,53.258,31.375,59.358,22.059,38.521,36.393,52.325,51.303,41.66,19.97,1
3,423.0,453,0.25194,3656.1,4532.2,9.4096,26.855,42.283,2697.6,74.513,120.4,0.35991,80.136,49.834,2625.7,24.482,49.184,3095.3,22.375,66.376,246.46,342.69,94.606,77.294,32.263,8.9978,26.216,6.7813,18.696,1.6685,32.982,13.75,23.482,1.3834,18.721,2.2817,4.8505,2.4155,0.037558,0.8453,0.1019,53.095,43.49,62.824,53.686,24.709,61.69,22.078,42.302,37.611,44.645,51.238,40.877,19.503,1
3,423.0,454,0.25005,3669.8,4511.6,9.4159,26.902,41.913,2697.9,75.038,120.38,0.3565,80.014,49.512,2627.5,25.14,50.1,3093.8,22.83,66.302,244.81,343.39,94.602,77.127,32.263,8.9978,26.216,6.7813,18.696,1.6685,32.982,13.75,23.482,1.3834,18.721,2.2817,4.8505,2.4155,0.037558,0.8453,0.1019,53.095,43.49,62.589,53.933,24.895,62.838,22.611,42.718,36.664,46.764,51.518,40.57,18.446,1
3,423.0,455,0.27446,3680.2,4516.3,9.454,27.37,42.265,2699.2,74.401,120.41,0.33052,79.984,49.946,2628.2,25.146,48.531,3095.1,23.216,66.285,246.7,343.24,94.522,77.107,32.039,9.023,25.6,6.7534,19.189,1.6497,33.641,13.916,23.594,1.4252,18.734,2.2804,4.9101,2.2338,0.037558,0.8453,0.1019,53.095,43.49,63.45,53.752,26.645,61.749,22.714,38.353,37.941,43.135,51.486,40.887,17.549,1
3,423.0,456,0.27286,3668.3,4491.7,9.2704,26.639,42.479,2702.5,74.477,120.41,0.33078,80.169,49.432,2631.5,26.218,51.737,3097.8,23.874,66.269,246.91,343.73,94.442,77.627,32.039,9.023,25.6,6.7534,19.189,1.6497,33.641,13.916,23.594,1.4252,18.734,2.2804,4.9101,2.2338,0.015842,0.86008,0.11527,53.323,44.166,63.655,54.046,26.801,61.9,22.424,38.321,36.427,50.554,51.691,42.157,15.934,1
3,423.0,457,0.29603,3702.6,4445.1,9.288,26.348,42.434,2704.3,75.38,120.43,0.34409,80.51,48.368,2634.2,25.47,51.465,3101.7,23.399,66.356,246.87,343.9,94.264,77.846,32.598,9.1849,26.366,6.9783,18.912,1.6318,33.605,13.751,23.678,1.249,18.155,2.264,4.8069,2.3228,0.015842,0.86008,0.11527,53.323,44.166,63.418,53.368,28.844,61.565,22.274,41.163,33.299,49.924,51.862,41.912,17.007,1
3,423.0,458,0.29488,3702.7,4460.2,9.5018,27.01,42.208,2704.2,74.14,120.43,0.34815,80.373,48.993,2633.6,23.227,47.771,3099.8,22.779,66.466,246.51,344.03,94.336,77.195,32.598,9.1849,26.366,6.9783,18.912,1.6318,33.605,13.751,23.678,1.249,18.155,2.264,4.8069,2.3228,0.015842,0.86008,0.11527,53.323,44.166,63.415,53.188,28.957,60.758,22.823,40.668,35.136,41.376,52.055,41.86,18.507,1
3,423.0,459,0.24117,3628.3,4498.9,9.4337,26.668,42.464,2700.5,74.939,120.39,0.32802,80.049,50.609,2629.3,26.124,49.607,3095.2,22.968,66.453,248.29,343.77,94.499,77.125,32.59,8.9762,25.877,6.7318,18.563,1.6485,33.305,13.884,23.696,1.2231,18.722,2.2559,4.7627,2.3501,0.015842,0.86008,0.11527,53.323,44.166,62.739,53.357,23.337,59.595,22.336,38.708,39.892,45.624,52.062,41.208,18.077,1
3,423.0,460,0.24177,3594.6,4459.1,9.4414,26.506,42.361,2703.5,74.71,120.4,0.32627,80.214,51.015,2633.2,25.478,51.057,3096.8,24.107,66.423,247.23,344.68,94.538,77.743,32.59,8.9762,25.877,6.7318,18.563,1.6485,33.305,13.884,23.696,1.2231,18.722,2.2559,4.7627,2.3501,0.015842,0.86008,0.11527,53.323,44.166,63.319,53.834,23.277,61.261,22.916,38.921,41.087,48.98,52.323,41.487,15.315,1
3,423.0,461,0.23595,3659.9,4522.2,9.3231,26.793,42.274,2704.3,75.187,120.42,0.34142,80.282,48.883,2632.5,25.433,49.203,3099.0,22.797,66.491,250.4,344.59,94.389,77.415,32.77,9.0577,25.855,6.9626,18.308,1.7238,33.652,13.889,23.543,1.3958,18.801,2.2667,4.8761,2.4033,0.015481,0.80949,0.093687,52.727,43.925,64.382,53.941,23.184,62.23,22.575,40.633,34.813,44.689,52.613,41.215,18.431,1
3,423.0,462,0.23719,3673.7,4522.2,9.2828,26.973,42.978,2702.7,74.917,120.42,0.34149,80.145,48.083,2631.7,26.554,50.497,3098.6,23.331,66.516,250.94,344.34,94.341,77.305,32.77,9.0577,25.855,6.9626,18.308,1.7238,33.652,13.889,23.543,1.3958,18.801,2.2667,4.8761,2.4033,0.015481,0.80949,0.093687,52.727,43.925,64.145,53.942,23.062,62.354,22.553,40.624,32.458,47.685,52.905,41.918,17.174,1
3,423.0,463,0.21474,3623.2,4543.6,9.3861,27.153,42.446,2701.1,74.348,120.36,0.34525,80.055,50.872,2630.0,24.724,50.188,3096.1,22.929,66.518,250.94,344.26,94.526,77.464,32.18,8.8365,26.314,6.709,18.645,1.6378,33.688,13.821,23.771,1.0436,18.224,2.2235,4.9449,2.301,0.015481,0.80949,0.093687,52.727,43.925,63.023,54.367,20.841,62.62,22.978,40.388,40.665,46.969,53.246,40.534,18.119,1
3,423.0,464,0.21324,3659.6,4533.9,9.3256,26.706,42.481,2703.7,74.356,120.41,0.34355,80.176,50.083,2632.3,26.44,51.137,3096.7,23.459,66.534,250.2,344.24,94.516,77.441,32.18,8.8365,26.314,6.709,18.645,1.6378,33.688,13.821,23.771,1.0436,18.224,2.2235,4.9449,2.301,0.015481,0.80949,0.093687,52.727,43.925,62.395,54.483,20.989,61.691,22.854,40.595,38.343,49.164,53.652,42.228,16.855,1
3,423.0,465,0.26685,3675.8,4503.4,9.4193,26.858,42.294,2704.3,75.164,120.38,0.33851,80.145,50.452,2633.8,26.445,50.27,3099.6,23.003,66.589,253.89,343.96,94.488,77.258,32.599,8.9045,25.738,7.1328,18.56,1.6607,34.067,13.901,23.308,1.3381,18.362,2.2605,4.7852,2.287,0.015481,0.80949,0.093687,52.727,43.925,64.386,54.072,26.351,62.282,22.648,39.44,39.429,47.159,53.661,41.39,17.952,1
3,423.0,466,0.26512,3687.7,4496.7,9.4178,26.675,42.368,2704.5,74.011,120.43,0.33598,80.119,50.854,2633.8,26.669,52.335,3099.8,22.347,66.555,249.78,344.37,94.294,77.525,32.599,8.9045,25.738,7.1328,18.56,1.6607,34.067,13.901,23.308,1.3381,18.362,2.2605,4.7852,2.287,0.013704,0.80363,0.097248,53.535,44.896,64.18,54.153,26.521,61.081,22.713,39.749,40.613,51.937,53.07,41.978,19.493,1
3,423.0,467,0.22412,3601.6,4549.7,9.3419,26.714,41.986,2705.3,74.075,120.39,0.34302,80.256,51.623,2635.0,24.343,49.23,3097.2,23.751,66.588,250.58,344.58,94.527,77.572,32.501,9.0332,25.891,6.8767,18.535,1.6873,33.645,13.746,23.474,1.2627,17.821,2.266,4.7894,2.2931,0.013704,0.80363,0.097248,53.535,44.896,61.908,53.755,22.161,61.545,23.101,41.081,42.876,44.752,52.771,40.937,16.133,1
3,423.0,468,0.22392,3604.9,4549.1,9.5398,26.459,41.993,2704.6,74.574,120.37,0.34561,80.12,48.548,2633.4,25.842,48.955,3098.0,23.617,66.604,252.37,344.7,94.652,77.29,32.501,9.0332,25.891,6.8767,18.535,1.6873,33.645,13.746,23.474,1.2627,17.821,2.266,4.7894,2.2931,0.013704,0.80363,0.097248,53.535,44.896,61.852,53.763,22.181,61.703,22.764,40.765,33.827,44.115,52.385,39.975,16.47,1
3,423.0,469,0.2309,3683.5,4460.5,9.3602,26.638,42.357,2706.1,74.641,120.38,0.32702,80.067,50.881,2635.5,22.912,48.771,3100.7,22.542,66.537,249.98,344.5,94.552,77.501,32.656,9.1191,26.008,6.8772,18.433,1.6388,33.362,13.944,23.729,1.2894,18.187,2.2306,4.8112,2.2186,0.013704,0.80363,0.097248,53.535,44.896,62.63,54.923,22.633,62.085,22.658,38.904,40.694,43.689,52.375,41.371,19.012,1
3,423.0,470,0.23029,3674.5,4518.0,9.4585,26.684,42.091,2708.1,75.062,120.4,0.32582,80.112,51.351,2636.7,26.781,49.784,3101.5,22.809,66.5,248.33,344.53,94.554,77.593,32.656,9.1191,26.008,6.8772,18.433,1.6388,33.362,13.944,23.729,1.2894,18.187,2.2306,4.8112,2.2186,0.013704,0.80363,0.097248,53.535,44.896,62.784,54.236,22.693,59.23,22.783,39.051,42.077,46.034,52.301,41.393,18.366,1
3,423.0,471,0.21241,3632.2,4576.4,9.3858,26.797,42.624,2707.4,74.434,120.37,0.34802,80.181,48.918,2637.5,24.482,49.391,3102.5,22.718,66.468,247.81,344.24,94.567,77.436,32.149,9.0889,26.498,6.7385,18.05,1.6792,33.594,13.784,23.643,1.0247,17.977,2.2489,4.8342,2.3455,0.0017935,0.79188,0.10736,54.993,43.607,63.513,53.836,20.694,61.216,22.773,41.667,34.917,45.125,51.922,41.276,18.578,1
3,423.0,472,0.21187,3668.0,4553.1,9.3377,27.16,42.209,2707.9,73.755,120.39,0.34925,80.163,51.116,2637.3,23.905,50.329,3102.2,23.381,66.47,247.9,344.34,94.348,77.606,32.149,9.0889,26.498,6.7385,18.05,1.6792,33.594,13.784,23.643,1.0247,17.977,2.2489,4.8342,2.3455,0.0017935,0.79188,0.10736,54.993,43.607,62.896,54.115,20.747,61.783,23.245,41.517,41.384,47.295,51.605,41.45,16.988,1
3,423.0,473,0.25746,3720.8,4565.2,9.3663,26.889,42.432,2707.8,75.459,120.42,0.33402,80.073,50.379,2637.9,22.891,50.111,3104.5,23.428,66.433,247.02,343.89,94.441,77.309,32.184,8.9597,26.028,6.8592,18.595,1.6617,33.391,13.815,23.774,1.2798,17.901,2.2705,4.7677,2.2843,0.0017935,0.79188,0.10736,54.993,43.607,63.274,54.998,25.474,61.927,22.73,39.155,39.215,46.79,51.376,41.459,16.902,1
3,423.0,474,0.25776,3721.9,4549.5,9.4159,27.036,42.577,2707.9,74.114,120.42,0.33439,79.997,48.883,2637.0,25.885,50.376,3103.3,21.792,66.37,245.68,344.31,94.313,77.154,32.184,8.9597,26.028,6.8592,18.595,1.6617,33.391,13.815,23.774,1.2798,17.901,2.2705,4.7677,2.2843,0.0017935,0.79188,0.10736,54.993,43.607,63.255,55.187,25.444,60.99,22.851,39.11,34.814,47.405,51.192,42.083,20.805,1
3,423.0,475,0.25736,3679.3,4518.8,9.3582,26.884,42.732,2706.6,75.25,120.38,0.33316,79.851,50.754,2635.8,25.566,50.413,3101.8,22.738,66.275,242.91,344.01,94.462,77.161,32.234,8.8302,26.006,6.9017,18.63,1.6281,33.225,13.689,23.97,1.1788,18.32,2.2774,4.7904,2.3916,0.0017935,0.79188,0.10736,54.993,43.607,63.008,54.294,24.859,59.865,22.652,40.044,40.32,47.491,51.138,40.805,18.574,1
3,423.0,476,0.25401,3648.0,4527.5,9.4579,26.8,42.255,2707.9,74.756,120.41,0.33707,79.939,50.625,2637.3,25.6,49.605,3101.1,22.166,66.206,244.27,344.63,94.378,77.368,32.234,8.8302,26.006,6.9017,18.63,1.6281,33.225,13.689,23.97,1.1788,18.32,2.2774,4.7904,2.3916,0.019863,0.8112,0.090523,54.538,43.557,63.546,54.19,25.189,59.682,23.018,39.567,39.939,45.62,50.35,41.468,19.922,1
3,423.0,477,0.25347,3648.9,4498.5,9.3538,26.69,42.295,2707.9,75.619,120.4,0.32157,80.032,50.824,2636.9,26.405,49.887,3101.4,23.181,66.169,241.59,344.35,94.523,77.52,32.411,8.9791,26.255,6.9438,18.608,1.6533,33.441,13.8,23.765,1.3393,18.409,2.2609,4.8354,2.3135,0.019863,0.8112,0.090523,54.538,43.557,63.161,54.479,24.251,62.006,22.743,37.978,40.524,46.272,50.133,41.049,17.503,1
3,423.0,478,0.24844,3635.7,4503.4,9.4792,26.861,43.008,2707.1,74.917,120.38,0.32305,79.978,49.922,2636.1,25.355,49.697,3103.5,23.502,66.152,239.03,343.75,94.458,77.358,32.411,8.9791,26.255,6.9438,18.608,1.6533,33.441,13.8,23.765,1.3393,18.409,2.2609,4.8354,2.3135,0.019863,0.8112,0.090523,54.538,43.557,63.388,54.421,24.746,61.101,22.54,37.797,37.87,45.833,49.904,41.094,16.748,1
3,423.0,479,0.23018,3652.3,4502.5,9.306,26.863,42.038,2708.7,75.09,120.39,0.33541,80.076,51.318,2638.9,24.839,48.408,3103.0,24.29,66.106,238.79,344.21,94.547,77.581,32.787,8.9768,26.339,6.8985,18.776,1.6586,33.854,13.789,23.533,1.2194,18.473,2.3202,4.8013,2.2339,0.019863,0.8112,0.090523,54.538,43.557,62.693,54.51,22.9,62.071,22.93,39.166,41.979,42.85,49.471,40.662,14.857,1
3,423.0,480,0.2306,3647.3,4526.8,9.4377,26.963,41.896,2711.3,75.403,120.41,0.33341,80.352,49.071,2641.1,25.228,49.484,3105.4,21.893,66.112,237.26,344.06,94.511,77.704,32.787,8.9768,26.339,6.8985,18.776,1.6586,33.854,13.789,23.533,1.2194,18.473,2.3202,4.8013,2.2339,0.019863,0.8112,0.090523,54.538,43.557,62.78,54.219,22.858,60.282,23.368,39.411,35.365,45.34,49.15,41.086,20.512,1
3,423.0,481,0.19122,3641.9,4515.1,9.436,26.593,42.216,2708.4,74.355,120.37,0.33088,80.182,50.505,2637.9,26.309,47.999,3104.0,22.573,66.13,236.84,343.9,94.488,77.326,32.57,8.8342,26.148,6.6887,18.278,1.6701,33.328,13.768,23.625,1.2917,18.668,2.2333,4.7941,2.3298,0.0093579,0.80866,0.093933,53.993,43.338,63.234,53.961,18.744,60.656,22.494,39.37,39.586,41.903,49.163,41.37,18.918,1
3,423.0,482,0.19102,3668.5,4489.0,9.2232,27.265,42.446,2705.4,75.615,120.39,0.33317,79.932,47.869,2634.7,25.619,49.878,3100.3,23.113,66.088,234.14,343.51,94.564,76.95,32.57,8.8342,26.148,6.6887,18.278,1.6701,33.328,13.768,23.625,1.2917,18.668,2.2333,4.7941,2.3298,0.0093579,0.80866,0.093933,53.993,43.338,62.776,54.274,18.764,63.332,22.865,39.091,31.828,46.252,49.139,41.036,17.672,1
3,423.0,483,0.207,3701.3,4548.3,9.2017,26.865,42.134,2705.3,74.884,120.4,0.33054,79.92,49.275,2634.5,23.805,48.979,3100.8,22.295,65.992,234.33,343.61,94.497,77.462,32.221,8.9241,26.7,6.8242,18.73,1.6512,33.238,13.682,23.558,1.2937,18.405,2.2123,4.8549,2.3126,0.0093579,0.80866,0.093933,53.993,43.338,64.134,54.829,20.307,63.039,22.855,38.78,35.967,44.171,48.864,41.97,19.594,1
3,423.0,484,0.20759,3716.7,4578.7,9.3927,27.093,42.378,2705.7,74.571,120.42,0.32935,79.996,50.011,2634.0,24.76,51.231,3101.3,22.816,65.959,235.84,343.44,94.417,77.021,32.221,8.9241,26.7,6.8242,18.73,1.6512,33.238,13.682,23.558,1.2937,18.405,2.2123,4.8549,2.3126,0.0093579,0.80866,0.093933,53.993,43.338,63.87,54.466,20.25,60.014,22.789,38.925,38.132,49.382,48.47,41.217,18.394,1
3,423.0,485,0.23703,3706.7,4495.0,9.3176,26.291,42.376,2707.3,74.871,120.41,0.31659,80.218,49.466,2637.0,24.741,48.077,3100.5,23.133,65.942,233.89,343.51,94.425,77.384,32.462,8.8128,26.322,6.9151,18.711,1.6518,33.322,13.758,23.74,1.3017,18.5,2.2685,4.8836,2.3156,0.0093579,0.80866,0.093933,53.993,43.338,62.971,54.401,23.573,60.239,22.778,38.04,36.528,42.083,48.382,42.038,17.602,1
3,423.0,486,0.23911,3713.3,4496.1,9.3774,27.036,42.209,2706.3,75.104,120.41,0.31724,80.302,49.543,2636.8,24.666,50.121,3101.1,22.49,65.96,232.66,342.96,94.305,77.224,32.462,8.8128,26.322,6.9151,18.711,1.6518,33.322,13.758,23.74,1.3017,18.5,2.2685,4.8836,2.3156,0.00079503,0.81975,0.099392,53.995,45.167,62.857,54.389,23.368,60.203,22.979,37.96,36.754,46.815,48.12,41.371,19.125,1
3,423.0,487,0.21371,3650.2,4521.8,9.3433,26.808,42.195,2703.5,75.466,120.39,0.3267,80.126,49.528,2632.6,25.931,49.478,3098.7,22.723,65.945,232.96,342.2,94.548,77.236,32.557,8.7886,26.097,6.815,18.703,1.6769,33.025,13.848,23.941,1.2447,18.346,2.3029,4.8579,2.3804,0.00079503,0.81975,0.099392,53.995,45.167,63.158,54.138,20.97,61.705,22.453,38.677,36.712,45.325,47.784,41.426,18.576,1
3,423.0,488,0.21368,3686.9,4543.6,9.1304,27.104,42.408,2701.1,75.29,120.4,0.32873,80.012,49.309,2630.1,23.926,50.107,3096.7,23.419,65.91,231.28,342.58,94.641,77.011,32.557,8.7886,26.097,6.815,18.703,1.6769,33.025,13.848,23.941,1.2447,18.346,2.3029,4.8579,2.3804,0.00079503,0.81975,0.099392,53.995,45.167,62.526,53.876,20.973,63.41,22.255,38.43,36.067,46.782,47.627,41.108,16.952,1
3,423.0,489,0.20241,3661.2,4518.6,9.3186,26.729,42.093,2700.3,74.883,120.4,0.33458,80.025,50.547,2628.8,24.664,49.603,3095.6,22.967,65.814,229.11,341.95,94.697,77.317,32.835,8.8702,26.252,6.9707,18.964,1.6474,33.604,13.829,23.856,1.159,18.384,2.2425,4.8442,2.3093,0.00079503,0.81975,0.099392,53.995,45.167,63.864,54.208,19.612,64.087,22.21,40.111,39.711,45.615,47.519,40.892,18.014,1
3,423.0,490,0.20038,3674.9,4488.6,9.2783,26.583,42.493,2699.8,75.745,120.39,0.33564,80.103,49.525,2628.7,24.714,49.566,3095.5,23.144,65.791,229.44,341.77,94.527,76.801,32.835,8.8702,26.252,6.9707,18.964,1.6474,33.604,13.829,23.856,1.159,18.384,2.2425,4.8442,2.3093,0.00079503,0.81975,0.099392,53.995,45.167,63.627,54.567,19.811,61.324,22.176,39.983,36.701,45.529,47.187,41.131,17.63,1
3,423.0,491,0.17014,3634.4,4464.2,9.305,27.039,42.32,2697.2,75.846,120.39,0.33365,80.029,50.715,2625.3,26.232,48.875,3092.8,22.52,65.742,229.86,341.71,94.812,77.19,32.541,9.0323,26.399,6.8639,19.305,1.6572,33.462,13.801,23.732,1.141,18.294,2.253,4.8027,2.3296,0.0084484,0.81023,0.1057,53.815,43.824,62.948,54.208,16.466,59.795,22.329,39.746,40.205,43.93,47.095,40.344,19.098,1
3,423.0,492,0.16807,3659.9,4483.4,9.2274,26.613,42.278,2696.3,75.597,120.41,0.334,80.049,49.983,2624.5,25.242,50.018,3090.1,23.27,65.725,230.7,341.0,94.698,77.171,32.541,9.0323,26.399,6.8639,19.305,1.6572,33.462,13.801,23.732,1.141,18.294,2.253,4.8027,2.3296,0.0084484,0.81023,0.1057,53.815,43.824,62.51,53.978,16.67,60.06,22.223,39.703,38.051,46.577,46.827,40.592,17.334,1
3,423.0,493,0.19435,3643.6,4456.7,9.4003,27.053,42.561,2697.6,75.011,120.39,0.33015,80.347,49.288,2626.0,24.558,51.421,3093.2,23.093,65.736,228.34,340.56,94.79,77.549,32.095,9.0047,26.155,7.0278,19.263,1.6747,33.138,13.833,23.618,1.2759,18.499,2.2628,4.8432,2.376,0.0084484,0.81023,0.1057,53.815,43.824,63.693,53.4,18.64,61.311,22.144,39.409,36.005,49.822,46.842,40.28,17.717,1
3,423.0,494,0.19244,3662.7,4490.3,9.3717,26.903,41.966,2696.1,74.522,120.4,0.32961,80.319,50.935,2624.7,26.252,50.854,3094.2,23.225,65.78,227.91,340.1,94.6,77.447,32.095,9.0047,26.155,7.0278,19.263,1.6747,33.138,13.833,23.618,1.2759,18.499,2.2628,4.8432,2.376,0.0084484,0.81023,0.1057,53.815,43.824,63.365,52.998,18.828,61.864,21.701,39.475,40.851,48.511,46.686,41.625,17.405,1
